title,url,date,body_text,archive_html,body_length
육지 출력제어 2025년 6월 실적 안내,https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75553&tag=&nPage=7,2025-07-16,"육지 출력제어 2025년 6월 실적 안내 작성일 2025/07/16 16:43 작성자 경부하기운영자 조회수 1,838 (육지) 2025년 6월 출력제어율 : 0.0334% * 상기 출력제어율은 전월 계량기 현장자료 취득량 등을 바탕으로 추정한 잠정값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75553%26tag%3D%26nPage%3D7.html,143
육지 출력제어 실적 안내 [2024년 11월 18일(월)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73820&tag=&nPage=20,2024-11-18,"육지 출력제어 실적 안내 [2024년 11월 18일(월)] 작성일 2024/11/19 13:32 작성자 경부하기운영자 조회수 1,422 가을철 경부하기 낮은 전력수요와 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2024년 11월 18일(월), 12시~14시 ㅇ 수급실적 : 최대수요 72,217㎿(18시), 최소수요 56,145㎿(13시) ㅇ 제어사유 : 전력망 제약 ※ 상기 출력제어 이행 설비용량은 이번 출력제어를 이행한 발전원별 등록 설비용량의 합산값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73820%26tag%3D%26nPage%3D20.html,423
육지 출력제어 실적 안내 [2024년 11월 22일(금)-출력제어 없음],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73846&tag=&nPage=19,2024-11-22,"육지 출력제어 실적 안내 [2024년 11월 22일(금)-출력제어 없음] 작성일 2024/11/22 20:25 작성자 경부하기운영자 조회수 1,251 기상 및 전력수요 변동 등으로 해당일 전망된 비중앙급전발전기 출력제어를 모두 취소하였음을 알려드립니다. o 수급실적 : 최대수요 70,524MW(18시), 최저수요 57,221MW(13시)",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73846%26tag%3D%26nPage%3D19.html,189
육지 출력제어 실적 안내 [2024년 11월 24일(일)-출력제어 없음],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73849&tag=&nPage=19,2024-11-24,"육지 출력제어 실적 안내 [2024년 11월 24일(일)-출력제어 없음] 작성일 2024/11/25 10:28 작성자 경부하기운영자 조회수 1,277 기상 및 전력수요 변동 등으로 해당일 전망된 비중앙급전발전기 출력제어를 모두 취소하였음을 알려드립니다. o 수급실적 : 최대수요 61,350MW(19시), 최저수요 44,767MW(13시)",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73849%26tag%3D%26nPage%3D19.html,189
육지 출력제어 실적 안내 [2024년 11월 5일(화)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73761&tag=&nPage=20,2024-11-05,"육지 출력제어 실적 안내 [2024년 11월 5일(화)] 작성일 2024/11/07 10:09 작성자 경부하기운영자 조회수 1,493 가을철 경부하기 낮은 전력수요와 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2024년 11월 5일(화), 12시~15시 ㅇ 수급실적 : 최대수요 68,166㎿(19시), 최소수요 53,026㎿(13시) ㅇ 제어사유 : 전력망 제약 ※ 상기 출력제어 이행 설비용량은 이번 출력제어를 이행한 발전원별 등록 설비용량의 합산값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73761%26tag%3D%26nPage%3D20.html,421
육지 출력제어 실적 안내 [2024년 11월 6일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73762&tag=&nPage=20,2024-11-06,"육지 출력제어 실적 안내 [2024년 11월 6일(수)] 작성일 2024/11/07 10:10 작성자 경부하기운영자 조회수 3,323 가을철 경부하기 낮은 전력수요와 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2024년 11월 6일(수), 12시~14시 ㅇ 수급실적 : 최대수요 68,529㎿(19시), 최소수요 52,569㎿(13시) ㅇ 제어사유 : 전력망 제약 ※ 상기 출력제어 이행 설비용량은 이번 출력제어를 이행한 발전원별 등록 설비용량의 합산값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73762%26tag%3D%26nPage%3D20.html,421
육지 출력제어 실적 안내 [2024년 12월 4일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=73909&tag=&nPage=19,2024-12-04,"육지 출력제어 실적 안내 [2024년 12월 4일(수)] 작성일 2024/12/06 13:06 작성자 경부하기운영자 조회수 3,060 주간 시간대의 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2024년 12월 4일(수), 12시~13시 ㅇ 수급실적 : 최대수요 76,065㎿(09시), 최소수요 59,207㎿(04시) ㅇ 제어사유 : 전력수급 제약 ※ 상기 출력제어 이행 설비용량은 이번 출력제어를 이행한 발전원별 등록 설비용량의 합산값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D73909%26tag%3D%26nPage%3D19.html,412
육지 출력제어 실적 안내 [2025년 1월 1일(수)-출력제어 없음],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74093&tag=&nPage=19,2025-01-01,"육지 출력제어 실적 안내 [2025년 1월 1일(수)-출력제어 없음] 작성일 2025/01/07 09:27 작성자 경부하기운영자 조회수 1,382 기상 및 전력수요 변동 등으로 해당일 전망된 비중앙급전발전기 출력제어를 모두 취소하였음을 알려드립니다. o 수급실적 : 최대수요 64,403MW(19시), 최저수요 47,670MW(13시)",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74093%26tag%3D%26nPage%3D19.html,187
육지 출력제어 실적 안내 [2025년 2월 14일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74335&tag=&nPage=18,2025-02-14,"육지 출력제어 실적 안내 [2025년 2월 14일(금)] 작성일 2025/02/17 18:43 작성자 경부하기운영자 조회수 1,641 주간시간대 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 2월 14일(금), 12시~14시 ㅇ 수급실적 : 최대수요 78,786㎿(09시), 주간최소수요 63,138㎿(13시) ㅇ 제어사유 : 전력망 제약 ※ 상기 출력제어 이행 설비용량은 이번 출력제어를 이행한 발전원별 등록 설비용량의 합산값입니다.",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74335%26tag%3D%26nPage%3D18.html,411
육지 출력제어 실적 안내 [2025년 2월 17일(월)-출력제어 없음],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74342&tag=&nPage=18,2025-02-17,"육지 출력제어 실적 안내 [2025년 2월 17일(월)-출력제어 없음] 작성일 2025/02/18 19:48 작성자 경부하기운영자 조회수 1,213 기상 및 전력수요 변동 등으로 해당일 전망된 비중앙급전발전기 출력제어를 모두 취소하였음을 알려드립니다. o 수급실적 : 최대수요 78,114MW(19시), 주간최저수요 63,708MW(13시)",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74342%26tag%3D%26nPage%3D18.html,190
육지 출력제어 실적 안내[2025년 10월 11일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76140&tag=&nPage=5,2025-10-11,"육지 출력제어 실적 안내[2025년 10월 11일(토)] 작성일 2025/10/24 15:15 작성자 경부하기운영자 조회수 525 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 11일(토), 10시~17시 ㅇ 수급실적 : 최대수요 64,027㎿(19시), 최소수요 49,650㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76140%26tag%3D%26nPage%3D5.html,344
육지 출력제어 실적 안내[2025년 10월 12일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76141&tag=&nPage=5,2025-10-12,"육지 출력제어 실적 안내[2025년 10월 12일(일)] 작성일 2025/10/24 15:16 작성자 경부하기운영자 조회수 674 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 12일(일), 10시~17시 ㅇ 수급실적 : 최대수요 62,650㎿(19시), 최소수요 49,336㎿(05시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76141%26tag%3D%26nPage%3D5.html,344
육지 출력제어 실적 안내[2025년 10월 18일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76142&tag=&nPage=5,2025-10-18,"육지 출력제어 실적 안내[2025년 10월 18일(토)] 작성일 2025/10/24 15:16 작성자 경부하기운영자 조회수 534 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 18일(토), 10시~17시 ㅇ 수급실적 : 최대수요 61,543㎿(19시), 최소수요 53,163㎿(05시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76142%26tag%3D%26nPage%3D5.html,344
육지 출력제어 실적 안내[2025년 10월 19일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76143&tag=&nPage=5,2025-10-19,"육지 출력제어 실적 안내[2025년 10월 19일(일)] 작성일 2025/10/24 15:16 작성자 경부하기운영자 조회수 732 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 19일(일), 10시~17시 ㅇ 수급실적 : 최대수요 60,162㎿(19시), 최소수요 48,018㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76143%26tag%3D%26nPage%3D5.html,344
육지 출력제어 실적 안내[2025년 10월 20일(월)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76144&tag=&nPage=4,2025-10-20,"육지 출력제어 실적 안내[2025년 10월 20일(월)] 작성일 2025/10/24 15:17 작성자 경부하기운영자 조회수 1,335 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 20일(월), 11시~14시 ㅇ 수급실적 : 최대수요 69,493㎿(19시), 최소수요 48,020㎿(04시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76144%26tag%3D%26nPage%3D4.html,346
육지 출력제어 실적 안내[2025년 10월 25일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76274&tag=&nPage=4,2025-10-25,"육지 출력제어 실적 안내[2025년 10월 25일(토)] 작성일 2025/11/14 14:37 작성자 경부하기운영자 조회수 541 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 25일(토), 10시~17시 ㅇ 수급실적 : 최대수요 60,537㎿(19시), 최소수요 47,595㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76274%26tag%3D%26nPage%3D4.html,344
육지 출력제어 실적 안내[2025년 10월 26일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76275&tag=&nPage=4,2025-10-26,"육지 출력제어 실적 안내[2025년 10월 26일(일)] 작성일 2025/11/14 14:37 작성자 경부하기운영자 조회수 668 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 26일(일), 10시~17시 ㅇ 수급실적 : 최대수요 60,017㎿(19시), 최소수요 45,712㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76275%26tag%3D%26nPage%3D4.html,344
육지 출력제어 실적 안내[2025년 10월 3일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76133&tag=&nPage=6,2025-10-03,"육지 출력제어 실적 안내[2025년 10월 3일(금)] 작성일 2025/10/24 15:11 작성자 경부하기운영자 조회수 450 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 3일(금), 10시~17시 ㅇ 수급실적 : 최대수요 63,924㎿(19시), 최소수요 52,700㎿(05시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76133%26tag%3D%26nPage%3D6.html,342
육지 출력제어 실적 안내[2025년 10월 4일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76134&tag=&nPage=5,2025-10-04,"육지 출력제어 실적 안내[2025년 10월 4일(토)] 작성일 2025/10/24 15:12 작성자 경부하기운영자 조회수 326 가을철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 10월 4일(토), 10시~17시 ㅇ 수급실적 : 최대수요 60,603㎿(19시), 최소수요 49,372㎿(05시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D76134%26tag%3D%26nPage%3D5.html,342
