date,hour,economic_dr_bid_count,peak_dr_bid_count,dust_dr_bid_count,economic_dr_award_count,peak_dr_award_count,dust_dr_award_count
2020-01-19,23,0,0,0,0,0,0
2020-01-19,24,0,0,0,0,0,0
2020-01-20,1,13,0,0,0,0,0
2020-01-20,2,13,0,0,0,0,0
2020-01-20,3,12,0,0,0,0,0
2020-01-20,4,12,0,0,0,0,0
2020-01-20,5,12,0,0,0,0,0
2020-01-20,6,11,0,0,0,0,0
2020-01-20,7,10,1,0,10,0,0
2020-01-20,8,9,3,0,6,0,0
2020-01-20,9,13,2,0,13,0,0
2020-01-20,10,13,2,0,13,0,0
2020-01-20,11,13,1,0,13,0,0
2020-01-20,12,12,1,0,12,0,0
2020-01-20,13,5,0,0,0,0,0
2020-01-20,14,11,1,0,11,0,0
2020-01-20,15,11,1,0,11,0,0
2020-01-20,16,11,2,0,4,0,0
2020-01-20,17,10,1,0,10,0,0
2020-01-20,18,6,1,0,6,0,0
2020-01-20,19,6,1,0,6,0,0
2020-01-20,20,6,0,0,6,0,0
2020-01-20,21,6,0,0,6,0,0
2020-01-20,22,5,0,0,1,0,0
2020-01-20,23,5,0,0,0,0,0
2020-01-20,24,4,0,0,4,0,0
2020-01-21,1,3,0,0,0,0,0
2020-01-21,2,3,0,0,0,0,0
2020-01-21,3,3,0,0,0,0,0
2020-01-21,4,3,0,0,0,0,0
2020-01-21,5,3,0,0,0,0,0
2020-01-21,6,3,0,0,0,0,0
2020-01-21,7,4,1,0,0,0,0
2020-01-21,8,4,1,0,0,0,0
2020-01-21,9,2,1,0,2,0,0
2020-01-21,10,8,1,0,8,0,0
2020-01-21,11,7,1,0,7,0,0
2020-01-21,12,7,1,0,0,0,0
2020-01-21,13,4,0,0,0,0,0
2020-01-21,14,8,1,0,5,0,0
2020-01-21,15,8,1,0,1,0,0
2020-01-21,16,7,1,0,7,0,0
2020-01-21,17,6,1,0,6,0,0
2020-01-21,18,5,1,0,5,0,0
2020-01-21,19,4,1,0,4,0,0
2020-01-21,20,2,0,0,1,0,0
2020-01-21,21,2,0,0,2,0,0
2020-01-21,22,3,0,0,3,0,0
2020-01-21,23,3,0,0,0,0,0
2020-01-21,24,3,0,0,3,0,0
2020-01-22,1,3,0,0,3,0,0
2020-01-22,2,3,0,0,0,0,0
2020-01-22,3,3,0,0,0,0,0
2020-01-22,4,3,0,0,0,0,0
2020-01-22,5,3,0,0,0,0,0
2020-01-22,6,3,0,0,3,0,0
2020-01-22,7,3,0,0,3,0,0
2020-01-22,8,4,0,0,4,0,0
2020-01-22,9,4,1,0,4,0,0
2020-01-22,10,7,1,0,7,0,0
2020-01-22,11,8,1,0,8,0,0
2020-01-22,12,8,1,0,8,0,0
2020-01-22,13,4,0,0,0,0,0
2020-01-22,14,11,3,0,0,0,0
2020-01-22,15,11,2,0,7,0,0
2020-01-22,16,10,1,0,10,0,0
2020-01-22,17,8,1,0,8,0,0
2020-01-22,18,6,1,0,6,0,0
2020-01-22,19,5,1,0,5,0,0
2020-01-22,20,5,0,0,5,0,0
2020-01-22,21,3,0,0,3,0,0
2020-01-22,22,2,0,0,0,0,0
2020-01-22,23,2,0,0,0,0,0
2020-01-22,24,4,0,0,4,0,0
2020-01-23,1,3,0,0,0,0,0
2020-01-23,2,4,0,0,0,0,0
2020-01-23,3,4,0,0,0,0,0
2020-01-23,4,4,0,0,0,0,0
2020-01-23,5,3,0,0,0,0,0
2020-01-23,6,3,0,0,0,0,0
2020-01-23,7,4,0,0,3,0,0
2020-01-23,8,7,0,0,3,0,0
2020-01-23,9,12,1,0,12,0,0
2020-01-23,10,11,1,0,11,0,0
2020-01-23,11,11,1,0,11,0,0
2020-01-23,12,11,2,0,7,0,0
2020-01-23,13,2,0,0,0,0,0
2020-01-23,14,12,1,0,12,0,0
2020-01-23,15,12,1,0,12,0,0
2020-01-23,16,12,1,0,12,0,0
2020-01-23,17,13,1,0,9,0,0
2020-01-23,18,14,3,0,2,0,0
2020-01-23,19,16,5,0,0,0,0
2020-01-23,20,15,3,0,1,0,0
2020-01-23,21,16,4,0,0,0,0
2020-01-23,22,16,0,0,0,0,0
2020-01-23,23,14,0,0,0,0,0
2020-01-23,24,15,0,0,15,0,0
2020-01-24,1,0,0,0,0,0,0
2020-01-24,2,0,0,0,0,0,0
2020-01-24,3,0,0,0,0,0,0
2020-01-24,4,0,0,0,0,0,0
2020-01-24,5,0,0,0,0,0,0
2020-01-24,6,0,0,0,0,0,0
2020-01-24,7,0,0,0,0,0,0
2020-01-24,8,0,0,0,0,0,0
2020-01-24,9,0,0,0,0,0,0
2020-01-24,10,0,0,0,0,0,0
2020-01-24,11,0,0,0,0,0,0
2020-01-24,12,0,0,0,0,0,0
2020-01-24,13,0,0,0,0,0,0
2020-01-24,14,0,0,0,0,0,0
2020-01-24,15,0,0,0,0,0,0
2020-01-24,16,0,0,0,0,0,0
2020-01-24,17,0,0,0,0,0,0
2020-01-24,18,0,0,0,0,0,0
2020-01-24,19,0,0,0,0,0,0
2020-01-24,20,0,0,0,0,0,0
2020-01-24,21,0,0,0,0,0,0
2020-01-24,22,0,0,0,0,0,0
2020-01-24,23,0,0,0,0,0,0
2020-01-24,24,0,0,0,0,0,0
2020-01-25,1,0,0,0,0,0,0
2020-01-25,2,0,0,0,0,0,0
2020-01-25,3,0,0,0,0,0,0
2020-01-25,4,0,0,0,0,0,0
2020-01-25,5,0,0,0,0,0,0
2020-01-25,6,0,0,0,0,0,0
2020-01-25,7,0,0,0,0,0,0
2020-01-25,8,0,0,0,0,0,0
2020-01-25,9,0,0,0,0,0,0
2020-01-25,10,0,0,0,0,0,0
2020-01-25,11,0,0,0,0,0,0
2020-01-25,12,0,0,0,0,0,0
2020-01-25,13,0,0,0,0,0,0
2020-01-25,14,0,0,0,0,0,0
2020-01-25,15,0,0,0,0,0,0
2020-01-25,16,0,0,0,0,0,0
2020-01-25,17,0,0,0,0,0,0
2020-01-25,18,0,0,0,0,0,0
2020-01-25,19,0,0,0,0,0,0
2020-01-25,20,0,0,0,0,0,0
2020-01-25,21,0,0,0,0,0,0
2020-01-25,22,0,0,0,0,0,0
2020-01-25,23,0,0,0,0,0,0
2020-01-25,24,0,0,0,0,0,0
2020-01-26,1,0,0,0,0,0,0
2020-01-26,2,0,0,0,0,0,0
2020-01-26,3,0,0,0,0,0,0
2020-01-26,4,0,0,0,0,0,0
2020-01-26,5,0,0,0,0,0,0
2020-01-26,6,0,0,0,0,0,0
2020-01-26,7,0,0,0,0,0,0
2020-01-26,8,0,0,0,0,0,0
2020-01-26,9,0,0,0,0,0,0
2020-01-26,10,0,0,0,0,0,0
2020-01-26,11,0,0,0,0,0,0
2020-01-26,12,0,0,0,0,0,0
2020-01-26,13,0,0,0,0,0,0
2020-01-26,14,0,0,0,0,0,0
2020-01-26,15,0,0,0,0,0,0
2020-01-26,16,0,0,0,0,0,0
2020-01-26,17,0,0,0,0,0,0
2020-01-26,18,0,0,0,0,0,0
2020-01-26,19,0,0,0,0,0,0
2020-01-26,20,0,0,0,0,0,0
2020-01-26,21,0,0,0,0,0,0
2020-01-26,22,0,0,0,0,0,0
2020-01-26,23,0,0,0,0,0,0
2020-01-26,24,0,0,0,0,0,0
2020-01-27,1,0,0,0,0,0,0
2020-01-27,2,0,0,0,0,0,0
2020-01-27,3,0,0,0,0,0,0
2020-01-27,4,0,0,0,0,0,0
2020-01-27,5,0,0,0,0,0,0
2020-01-27,6,0,0,0,0,0,0
2020-01-27,7,0,0,0,0,0,0
2020-01-27,8,0,0,0,0,0,0
2020-01-27,9,0,0,0,0,0,0
2020-01-27,10,0,0,0,0,0,0
2020-01-27,11,0,0,0,0,0,0
2020-01-27,12,0,0,0,0,0,0
2020-01-27,13,0,0,0,0,0,0
2020-01-27,14,0,0,0,0,0,0
2020-01-27,15,0,0,0,0,0,0
2020-01-27,16,0,0,0,0,0,0
2020-01-27,17,0,0,0,0,0,0
2020-01-27,18,0,0,0,0,0,0
2020-01-27,19,0,0,0,0,0,0
2020-01-27,20,0,0,0,0,0,0
2020-01-27,21,0,0,0,0,0,0
2020-01-27,22,0,0,0,0,0,0
2020-01-27,23,0,0,0,0,0,0
2020-01-27,24,0,0,0,0,0,0
2020-01-28,1,14,0,0,0,0,0
2020-01-28,2,14,0,0,0,0,0
2020-01-28,3,14,0,0,0,0,0
2020-01-28,4,14,0,0,0,0,0
2020-01-28,5,14,0,0,0,0,0
2020-01-28,6,14,0,0,0,0,0
2020-01-28,7,14,11,0,0,0,0
2020-01-28,8,14,9,0,3,0,0
2020-01-28,9,14,2,0,14,0,0
2020-01-28,10,17,1,0,17,0,0
2020-01-28,11,17,1,0,17,0,0
2020-01-28,12,17,1,0,17,0,0
