col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_047,col_048,col_049,col_050,col_051,col_052,col_053,col_054,col_055,col_056,col_057,col_058,col_059,col_060,col_061,col_062,col_063,col_064,col_065,col_066,col_067,col_068,col_069,col_070,col_071,col_072,col_073,col_074,col_075,col_076,col_077,col_078,col_079,col_080,col_081,col_082,col_083,col_084,col_085,col_086,col_087,col_088,col_089,col_090,col_091,col_092,col_093,col_094,col_095,col_096,col_097,col_098,col_099,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168
해양에너지,Marine,49,0,0,0,0,0,0,0,0,49,139.02,,해양에너지,Marine,41,0,0,0,0,0,0,0,0,41,116.91,,해양에너지,Marine,50,0,0,0,0,0,0,0,0,50,133.5,,해양에너지,Marine,43,0,0,0,0,0,0,0,0,43,121.57,,해양에너지,Marine,43,0,0,0,0,0,0,0,0,43,120.1,,해양에너지,Marine,40,0,0,0,0,0,0,0,0,40,118.37,,해양에너지,Marine,42,0,0,0,0,0,0,0,0,42,124.92,,해양에너지,Marine,48,0,0,0,0,0,0,0,0,48,139.79,,해양에너지,Marine,50,0,0,0,0,0,0,0,0,50,132.55,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,145.83,
바이오가스,Biogas,35,0,0,0,0,0,0,0,0,35,133.51,,바이오가스,Biogas,31,0,0,0,0,0,0,0,0,31,115.64,,바이오가스,Biogas,40,0,0,0,0,0,0,0,0,40,132.29,,바이오가스,Biogas,16,0,0,0,0,0,0,0,0,16,125.79,,바이오가스,Biogas,15,0,0,0,0,0,0,0,0,15,125.69,,바이오가스,Biogas,34,0,0,0,0,0,0,0,0,34,124.17,,바이오가스,Biogas,36,0,0,0,0,0,0,0,0,36,130.46,,바이오가스,Biogas,37,0,0,0,0,0,0,0,0,37,143.97,,바이오가스,Biogas,26,0,0,0,0,0,0,0,0,26,137.56,,바이오가스,Biogas,20,0,0,0,0,0,0,0,0,20,114.21,,바이오가스,Biogas,30,0,0,0,0,0,0,0,0,30,110.41,,바이오가스,Biogas,31,0,0,0,0,0,0,0,0,31,114.19,
매립가스,LFG,26,0,0,0,0,0,0,0,0,26,133.72,,매립가스,LFG,20,0,0,0,0,0,0,0,0,20,114.78,,매립가스,LFG,18,0,0,0,0,0,0,0,0,18,129.87,,매립가스,LFG,23,0,0,0,0,0,0,0,0,23,124.29,,매립가스,LFG,22,0,0,0,0,0,0,0,0,22,124.62,,매립가스,LFG,8,0,0,0,0,0,0,0,0,8,121.08,,매립가스,LFG,19,0,0,0,0,0,0,0,0,19,129.83,,매립가스,LFG,16,0,0,0,0,0,0,0,0,16,143.62,,매립가스,LFG,17,0,0,0,0,0,0,0,0,17,135.98,,매립가스,LFG,13,0,0,0,0,0,0,0,0,13,115.24,,매립가스,LFG,18,0,0,0,0,0,0,0,0,18,110.62,,매립가스,LFG,20,0,0,0,0,0,0,0,0,20,114.23,
바이오중유,Bio Heavy Oil,188,0,0,209,0,0,81,0,2,480,379.04,,바이오중유,Bio Heavy Oil,108,0,0,172,0,0,63,0,1,344,383.35,,바이오중유,Bio Heavy Oil,193,0,0,241,0,0,45,0,6,485,352.33,,바이오중유,Bio Heavy Oil,142,0,0,174,1,0,29,0,4,350,348.73,,바이오중유,Bio Heavy Oil,66,0,0,87,0,0,17,0,2,173,331.79,,바이오중유,Bio Heavy Oil,96,0,0,117,0,0,39,0,1,254,328.69,,바이오중유,Bio Heavy Oil,165,0,0,158,0,0,88,0,0,411,332.5,,바이오중유,Bio Heavy Oil,244,0,0,167,0,0,84,0,0,495,305.94,,바이오중유,Bio Heavy Oil,201,0,0,171,0,0,54,0,0,427,303.43,,바이오중유,Bio Heavy Oil,150,0,0,205,0,0,41,0,0,396,314.93,,바이오중유,Bio Heavy Oil,124,0,0,192,0,0,50,0,0,367,322.43,,바이오중유,Bio Heavy Oil,138,0,0,183,0,0,83,0,0,404,344.54,
바이오매스,Biomass,874,0,0,0,0,0,0,0,0,874,133.67,,바이오매스,Biomass,763,0,0,0,0,0,0,0,0,764,115.51,,바이오매스,Biomass,903,0,0,0,0,0,0,0,0,903,131.83,,바이오매스,Biomass,808,0,0,0,0,0,0,0,0,808,123.74,,바이오매스,Biomass,763,0,0,0,0,0,0,0,0,763,124.97,,바이오매스,Biomass,794,0,0,0,0,0,0,0,0,794,124.56,,바이오매스,Biomass,929,0,0,0,0,0,0,0,0,929,130.18,,바이오매스,Biomass,993,0,0,0,0,0,0,0,0,993,143.7,,바이오매스,Biomass,883,0,0,0,0,0,0,0,0,883,136.4,,바이오매스,Biomass,757,0,0,0,0,0,0,0,0,757,115.2,,바이오매스,Biomass,661,0,0,0,0,0,0,0,0,661,110.53,,바이오매스,Biomass,788,0,0,0,0,0,0,0,0,788,113.54,
바이오SRF,Bio-SRF,4,0,0,0,0,0,0,0,0,4,135.2,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,112.58,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,131.95,,바이오SRF,Bio-SRF,1,0,0,0,0,0,0,0,0,1,120.51,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,120.37,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,125.71,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,129.97,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,143.36,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,134.17,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,114.77,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,109.84,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,114.38,
부생가스,Off-Gas,174,0,0,0,0,0,0,0,0,174,152.34,,부생가스,Off-Gas,182,0,0,0,0,0,0,0,0,182,127,,부생가스,Off-Gas,62,0,0,0,0,0,0,0,0,62,132.23,,부생가스,Off-Gas,214,0,0,0,0,0,0,0,0,214,128,,부생가스,Off-Gas,250,0,0,0,0,0,0,0,0,251,127.71,,부생가스,Off-Gas,138,0,0,0,0,0,0,0,0,138,129.35,,부생가스,Off-Gas,180,0,0,0,0,0,0,0,0,180,136.19,,부생가스,Off-Gas,182,0,0,0,0,0,0,0,0,182,147.25,,부생가스,Off-Gas,135,0,0,0,0,0,0,0,0,135,142.77,,부생가스,Off-Gas,103,0,0,0,0,0,0,0,0,103,125.13,,부생가스,Off-Gas,154,0,0,0,0,0,0,0,0,154,117.87,,부생가스,Off-Gas,167,0,0,0,0,0,0,0,0,167,127.54,
폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,
폐기물,Waste,114,0,0,0,0,0,0,0,0,114,133.45,,폐기물,Waste,86,0,0,0,0,0,0,0,0,86,115.51,,폐기물,Waste,129,0,0,0,0,0,0,0,0,129,133.2,,폐기물,Waste,107,0,0,0,0,0,0,0,0,107,124,,폐기물,Waste,112,0,0,0,0,0,0,0,0,112,124.63,,폐기물,Waste,118,0,0,0,0,0,0,0,0,118,123.74,,폐기물,Waste,117,0,0,0,0,0,0,0,0,117,130.05,,폐기물,Waste,116,0,0,0,0,0,0,0,0,116,143.86,,폐기물,Waste,135,0,0,0,0,0,0,0,0,135,135.98,,폐기물,Waste,113,0,0,0,0,0,0,0,0,113,115.07,,폐기물,Waste,94,0,0,0,0,0,0,0,0,94,109.71,,폐기물,Waste,104,0,0,0,0,0,0,0,0,104,113.77,
기타,Others,45,0,0,1,0,0,8,0,0,54,166.52,,기타,Others,30,0,0,1,0,0,6,0,0,37,150.17,,기타,Others,30,0,0,1,0,0,4,0,0,35,157.18,,기타,Others,15,0,0,0,0,0,2,0,0,17,144.22,,기타,Others,16,0,0,0,0,0,2,0,0,18,140.91,,기타,Others,13,0,0,0,0,0,3,0,0,17,155.35,,기타,Others,15,0,0,0,0,0,5,0,0,21,179.09,,기타,Others,19,0,0,2,0,1,5,0,0,26,205.57,,기타,Others,16,0,0,1,0,0,3,0,0,20,176.29,,기타,Others,13,0,0,0,0,0,2,0,0,16,137.23,,기타,Others,15,0,0,0,0,0,4,0,0,19,146.01,,기타,Others,32,0,0,1,0,0,8,0,0,41,149.76,
RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1199,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2289,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2315,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1991,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2363,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1361,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,11839,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1815,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,711,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3285,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2223,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1496,0,
배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,
예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,12,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,9,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,18,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,18,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,29,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,23,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,15,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,26,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,20,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,16,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,16,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,16,0,
합계,Total,53148,0,0,2877,1476,704,10436,10,186,70049,135.43,,합계,Total,39469,0,0,2745,1052,610,7827,26,177,54204,117.45,,합계,Total,45626,0,0,2159,1307,561,5223,121,593,57922,121.9,,합계,Total,42418,0,0,1647,1412,560,3358,0,574,51978,123.5,,합계,Total,42607,0,0,1413,1345,525,3473,0,587,52343,121.37,,합계,Total,45430,0,0,1429,1612,514,5356,0,650,56374,127.73,,합계,Total,57073,0,0,1189,1873,553,9824,0,656,83022,141.25,,합계,Total,68471,0,0,982,2448,552,9296,0,616,84206,152.83,,합계,Total,54800,0,0,1251,2159,586,6007,0,439,65972,139.85,,합계,Total,37146,0,0,1987,1060,590,4257,0,431,48771,106.61,,합계,Total,36299,0,0,1896,898,560,6281,0,388,48561,108.65,,합계,Total,47627,0,0,2008,1453,562,10937,10,418,64527,129.24,
3-2-2. 기저·일반별 월간 항목별 전력거래금액(1월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(2월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(3월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(4월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(5월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(6월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(7월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(8월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(9월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(10월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(11월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(12월),,,,,,,,,,,,,
Monthly Payment in Power Market by Item by Baseload and General(January),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(February),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(March),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(April),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(May),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(June),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(July),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(August),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(September),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(October),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(November),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(December),,,,,,,,,,,,,
구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]"
,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]"
,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,
,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,
,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,
,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,
,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),
,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),
