col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_047,col_048,col_049,col_050,col_051,col_052,col_053,col_054,col_055,col_056,col_057,col_058,col_059,col_060,col_061,col_062,col_063,col_064,col_065,col_066,col_067,col_068,col_069,col_070,col_071,col_072,col_073,col_074,col_075,col_076,col_077,col_078,col_079,col_080,col_081,col_082,col_083,col_084,col_085,col_086,col_087,col_088,col_089,col_090,col_091,col_092,col_093,col_094,col_095,col_096,col_097,col_098,col_099,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168
해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,100.29,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,26.83,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,105.8,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,124.18,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,108.33,,해양에너지,Marine,0,0,0,0,0,0,0,0,0,0,0,
바이오가스,Biogas,31,0,0,0,0,0,0,0,0,31,114.44,,바이오가스,Biogas,27,0,0,0,0,0,0,0,0,27,114.44,,바이오가스,Biogas,31,0,0,0,0,0,0,0,0,31,112.07,,바이오가스,Biogas,20,0,0,0,0,0,0,0,0,20,124.39,,바이오가스,Biogas,30,0,0,0,0,0,0,0,0,30,125.01,,바이오가스,Biogas,31,0,0,0,0,0,0,0,0,31,116.23,,바이오가스,Biogas,32,0,0,0,0,0,0,0,0,32,118.62,,바이오가스,Biogas,29,0,0,0,0,0,0,0,0,29,115.93,,바이오가스,Biogas,16,0,0,0,0,0,0,0,0,16,112.87,,바이오가스,Biogas,10,0,0,0,0,0,0,0,0,10,98.95,,바이오가스,Biogas,11,0,0,0,0,0,0,0,0,11,91.25,,바이오가스,Biogas,23,0,0,0,0,0,0,0,0,23,88.13,
매립가스,LFG,19,0,0,0,0,0,0,0,0,19,114.05,,매립가스,LFG,15,0,0,0,0,0,0,0,0,15,113.47,,매립가스,LFG,20,0,0,0,0,0,0,0,0,20,111.86,,매립가스,LFG,23,0,0,0,0,0,0,0,0,23,123.23,,매립가스,LFG,13,0,0,0,0,0,0,0,0,13,121.55,,매립가스,LFG,17,0,0,0,0,0,0,0,0,17,116.8,,매립가스,LFG,22,0,0,0,0,0,0,0,0,22,118.57,,매립가스,LFG,19,0,0,0,0,0,0,0,0,19,115.78,,매립가스,LFG,14,0,0,0,0,0,0,0,0,14,107.91,,매립가스,LFG,16,0,0,0,0,0,0,0,0,16,97.49,,매립가스,LFG,13,0,0,0,0,0,0,0,0,13,93.12,,매립가스,LFG,10,0,0,0,0,0,0,0,0,10,88.94,
바이오중유,Bio Heavy Oil,140,0,0,232,0,0,86,0,1,458,383.13,,바이오중유,Bio Heavy Oil,122,0,0,230,0,0,70,0,1,422,397.51,,바이오중유,Bio Heavy Oil,112,0,0,278,0,0,54,0,0,444,419.32,,바이오중유,Bio Heavy Oil,106,0,0,223,0,0,27,0,0,356,406.89,,바이오중유,Bio Heavy Oil,117,0,0,232,0,0,24,0,0,373,386.88,,바이오중유,Bio Heavy Oil,65,0,0,137,0,0,25,0,0,226,417.07,,바이오중유,Bio Heavy Oil,104,0,0,202,1,0,84,0,0,391,446.06,,바이오중유,Bio Heavy Oil,150,0,0,332,0,0,90,0,0,572,441.27,,바이오중유,Bio Heavy Oil,130,0,0,276,0,0,67,0,0,473,399.77,,바이오중유,Bio Heavy Oil,99,0,0,231,0,0,32,0,0,363,355.6,,바이오중유,Bio Heavy Oil,107,0,0,253,0,0,52,0,0,412,359.55,,바이오중유,Bio Heavy Oil,118,0,0,275,0,0,92,0,0,485,369.74,
바이오매스,Biomass,782,0,0,0,0,3,0,0,0,785,114.49,,바이오매스,Biomass,716,0,0,0,0,0,0,0,0,716,114.55,,바이오매스,Biomass,664,0,0,0,0,0,0,0,0,664,111.55,,바이오매스,Biomass,739,0,0,0,0,0,0,0,0,739,123,,바이오매스,Biomass,864,0,0,0,0,0,0,0,0,864,124.23,,바이오매스,Biomass,690,0,0,0,0,0,0,0,0,690,116.26,,바이오매스,Biomass,768,0,0,0,0,8,0,0,0,776,119.25,,바이오매스,Biomass,851,0,0,0,0,0,0,0,0,851,116,,바이오매스,Biomass,643,0,0,0,0,0,0,0,0,643,110.18,,바이오매스,Biomass,594,0,0,0,0,0,0,0,0,594,98.6,,바이오매스,Biomass,583,0,0,0,0,0,0,0,0,583,93.29,,바이오매스,Biomass,623,0,0,0,0,0,0,0,0,623,88.91,
바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,116.45,,바이오SRF,Bio-SRF,1,0,0,0,0,0,0,0,0,1,115.65,,바이오SRF,Bio-SRF,1,0,0,0,0,0,0,0,0,1,109.95,,바이오SRF,Bio-SRF,1,0,0,0,0,0,0,0,0,1,120.84,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,123.79,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,117.34,,바이오SRF,Bio-SRF,6,0,0,0,0,0,0,0,0,6,117.51,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,115.26,,바이오SRF,Bio-SRF,4,0,0,0,0,0,0,0,0,4,106.81,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,95.22,,바이오SRF,Bio-SRF,3,0,0,0,0,0,0,0,0,3,90.47,,바이오SRF,Bio-SRF,2,0,0,0,0,0,0,0,0,2,88.34,
부생가스,Off-Gas,127,0,0,0,0,0,0,0,0,127,126.73,,부생가스,Off-Gas,161,0,0,0,0,0,0,0,0,161,123.6,,부생가스,Off-Gas,150,0,0,0,0,0,0,0,0,150,118.77,,부생가스,Off-Gas,135,0,0,0,0,0,0,0,0,135,134.35,,부생가스,Off-Gas,145,0,0,0,0,0,0,0,0,145,124.88,,부생가스,Off-Gas,113,0,0,0,0,0,0,0,0,113,123.79,,부생가스,Off-Gas,123,0,0,0,0,0,0,0,0,123,125.14,,부생가스,Off-Gas,125,0,0,0,0,0,0,0,0,125,120.25,,부생가스,Off-Gas,85,0,0,0,0,0,0,0,0,85,118.96,,부생가스,Off-Gas,103,0,0,0,0,0,0,0,0,103,111.83,,부생가스,Off-Gas,133,0,0,0,0,0,0,0,0,133,97.97,,부생가스,Off-Gas,137,0,0,0,0,0,0,0,0,137,94.26,
폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,
폐기물,Waste,98,0,0,0,0,0,0,0,0,98,114.9,,폐기물,Waste,75,0,0,0,0,0,0,0,0,75,113.82,,폐기물,Waste,94,0,0,0,0,0,0,0,0,94,111.2,,폐기물,Waste,110,0,0,0,0,0,0,0,0,110,122.5,,폐기물,Waste,106,0,0,0,0,0,0,0,0,106,123.59,,폐기물,Waste,106,0,0,0,0,0,0,0,0,106,115.97,,폐기물,Waste,102,0,0,0,0,1,0,0,0,102,119.04,,폐기물,Waste,95,0,0,0,0,0,0,0,0,95,115.82,,폐기물,Waste,98,0,0,0,0,0,0,0,0,98,108.9,,폐기물,Waste,90,0,0,0,0,0,0,0,0,90,98.08,,폐기물,Waste,81,0,0,0,0,0,0,0,0,81,92.87,,폐기물,Waste,84,0,0,0,0,0,0,0,0,84,88.45,
기타,Others,36,0,0,1,0,0,7,0,0,45,149.33,,기타,Others,36,0,0,2,0,0,6,0,0,44,143.01,,기타,Others,20,0,0,0,0,0,5,0,0,25,140.63,,기타,Others,150,0,0,0,8,0,10,0,1,170,146.16,,기타,Others,10,0,0,1,0,0,2,0,0,14,170.26,,기타,Others,216,0,0,1,8,1,27,0,1,254,142.58,,기타,Others,332,0,0,3,37,6,64,0,5,446,164.02,,기타,Others,13,0,0,1,0,0,6,0,0,20,186.73,,기타,Others,12,0,0,0,0,0,1,0,0,13,119.84,,기타,Others,95,0,0,1,9,1,8,0,1,115,137.87,,기타,Others,165,0,0,10,3,1,27,0,2,208,110.1,,기타,Others,27,0,0,1,0,0,8,0,0,37,122.49,
RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1951,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3713,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,591,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,6025,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2509,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1849,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,11500,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2231,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3782,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,4857,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3716,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2235,0,
배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,
예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,16,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,20,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,20,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,27,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,22,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,20,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,26,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,21,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,14,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,14,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,20,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,16,0,
합계,Total,49794,0,0,2073,1890,527,10485,0,404,67140,133.39,,합계,Total,46013,0,0,1823,1923,487,8729,29,403,63138,131.44,,합계,Total,43086,0,0,2015,1725,501,5769,105,547,54361,120.28,,합계,Total,42931,0,0,1929,2109,546,3176,0,554,57296,126.86,,합계,Total,44333,0,0,1463,2140,554,3102,0,590,54712,126.42,,합계,Total,44731,0,0,1271,1296,564,5499,0,969,56199,125.68,,합계,Total,55846,0,0,835,1521,523,10316,0,1027,81593,134.44,,합계,Total,55277,0,0,986,1138,542,9944,0,1088,71227,131.63,,합계,Total,46468,0,0,1469,1276,524,7107,0,694,61334,123.3,,합계,Total,36935,0,0,1994,1431,439,3380,0,636,49686,107.36,,합계,Total,35619,0,0,1743,1196,512,5540,0,636,48981,107.47,,합계,Total,43546,0,0,1912,653,571,10659,33,587,60212,119.52,
3-2-2. 기저·일반별 월간 항목별 전력거래금액(1월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(2월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(3월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(4월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(5월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(6월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(7월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(8월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(9월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(10월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(11월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(12월),,,,,,,,,,,,,
Monthly Payment in Power Market by Item by Baseload and General(January),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(February),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(March),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(April),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(May),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(June),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(July),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(August),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(September),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(October),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(November),,,,,,,,,,,,,,Monthly Payment in Power Market by Item by Baseload and General(December),,,,,,,,,,,,,
구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]",구분,,에너지정산금,,,,,,용량정산금,비상대기예비력정산금,보조서비스정산금,"전력거래
정산금",정산단가,"[단위 : 억원, 원/kWh]"
,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]",,,Energy Payment,,,,,,,,,,,"[Unit : 100 Million Won, Won/kWh]"
,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,,,,전력량정산금,제약정산금,,,,기타정산금,,,,,,
,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,,,,,Constraint Payment,,,,,,,,,,
,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,,,,,제약발전,제약비발전,변동비보전정산금,기대이익정산금,,,,,,,
,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,,,,Electricity Payment,Constrained-On Energy Payment,Constrained-Off Energy Payment,Varialbe Cost Compensation Payment,Expected Profits Payment,Other Payments,Capacity Payment,Emergency Capacity Reserve Payment,Ancillary Service Payment,Total,Unit Price of Settlement,
,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),,,,(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(억원),(원/kWh),
,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),,,,(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(100 Million Won),(Won/kWh),
