col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015
26일,26th,110.09,115.02,119.98,111.57,128.21,121.83,120.9,128.51,109.03,79.05,85.17,92.53,
27일,27th,118.31,106.37,121.32,97.87,131.33,117.91,118.19,118.77,95.45,111.99,92.18,75.03,
28일,28th,83.29,103.95,125.45,116.75,131.96,115.2,117.84,121,90.25,113.63,98.9,74.85,
29일,29th,81.02,0,125.86,124.34,127.78,108.79,121.09,123.53,95.89,111.67,81.03,87.3,
30일,30th,98.55,0,117.87,130.13,128.75,126,124.73,117.28,95.11,119.12,68.68,96.23,
31일,31st,123.87,0,120.44,0,116.78,0,120.56,112.49,0,117.78,0,88.44,
가중평균,Weighted Average,117.13,116.39,113.03,124.58,125.47,118.05,120.39,117.4,112.91,101.53,94.81,90.44,
4-1-2. 일별 육지SMP,,,,,,,,,,,,,,
Main Land System Marginal Price by Day,,,,,,,,,,,,,,
구분,,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,[단위 : 원/kWh]
,,January,February,March,April,May,June,July,August,September,October,Novermber,December,[Unit : Won/kWh]
1일,1st,78.68,102.27,93.14,128.85,119.2,107.33,122.07,119.59,123.34,101.47,108.92,96.01,
2일,2nd,115.76,95.84,82.28,123.12,125.93,115.11,124.21,120.51,122.47,107.6,108.6,99.97,
3일,3rd,116.2,118.04,100.32,135.42,122.37,116.71,126.29,121.1,124.6,105.42,102.73,101.57,
4일,4th,89.28,129.28,113.37,133.65,118.16,117.08,126.72,123.42,123.92,77.24,104.28,96.66,
5일,5th,83.66,121.72,116.93,108.39,120.42,117.87,120.05,112.94,126.17,70.19,107.39,98.26,
6일,6th,109.44,122.95,106.88,106.45,121.3,114.26,117.42,114.66,122.33,69.08,104.66,90.86,
7일,7th,115.69,127.86,111.02,128.14,122.31,106.91,123.71,114.7,115.6,69.53,103.16,76.45,
8일,8th,122.01,118.5,116.91,135.99,124.99,103.58,129.24,114.53,119.58,77.69,88.48,98.85,
9일,9th,132.78,101.95,99.71,135.54,122.04,119.6,128.63,115.23,120.37,80.04,74.73,95.55,
10일,10th,134.73,121.71,115.68,131.79,122.89,122.04,126.92,110.45,116.02,107.05,101.84,93.06,
11일,11th,122.72,122.95,114.57,129.53,107.53,124.07,120.76,113.16,116.35,88.87,106.7,99.93,
12일,12th,112.14,126.6,118.88,121.66,124.45,122.4,120.79,114.24,120.49,78,104.02,91.12,
13일,13th,131.27,125.27,104.73,106.36,126.32,123.26,116.82,114.13,111.74,114.16,101.47,83.04,
14일,14th,130.31,120.69,110.77,133.77,127.96,121.71,120.43,118.22,89.73,117.46,100.25,77.44,
15일,15th,129.35,117.71,93.62,136,125.64,101.41,120.04,117.66,116.99,115.52,83.24,92.71,
16일,16th,130.51,102.25,92.84,137.75,132.35,116.88,120.97,113.06,120.5,118.44,77.97,95.43,
17일,17th,129.79,124.6,112.12,130.26,119.18,126.74,118.83,114.58,120.4,114.86,103.36,96.9,
18일,18th,112.95,125.42,124.82,131.13,113.16,120.91,115.85,112.38,115.71,98.81,105.77,92.49,
19일,19th,109.09,126.04,123.22,101.68,123.81,125,103.2,123.13,114.16,83.23,100.68,94.35,
20일,20th,127.33,122.73,124.94,98.29,130.49,127.2,107.13,115.3,89.82,107.76,95.09,71.46,
21일,21st,130.53,122.57,121.81,126.13,134.22,117.21,118.37,117.38,92.16,107.48,87.91,73.31,
22일,22nd,129.85,94.84,122.53,129.93,139.54,100.42,123.06,120.79,108.18,112.42,81.32,91.55,
23일,23rd,126.56,88.24,119.29,129.93,133.82,120.87,117.77,115.03,112.49,109.76,70.65,90.63,
24일,24th,127.78,115.32,112.38,129.54,128.19,121.75,115.21,118.35,109.01,107.76,89.64,94.04,
25일,25th,121.13,115.62,115.58,125.74,125.39,122,116.49,118.84,117.78,104.68,91.41,82.03,
26일,26th,109.97,115.13,120.25,111.85,128.2,121.84,120.9,128.5,109.01,79.05,85.1,92.54,
27일,27th,118.67,106.34,121.33,98.05,131.31,117.9,118.18,118.74,95.41,111.97,92.16,75.01,
28일,28th,83.28,103.89,125.83,116.98,131.93,115.17,117.82,120.97,90.24,113.63,98.85,74.85,
29일,29th,81.06,0,125.86,124.4,127.76,108.75,121.08,123.5,95.88,111.63,81.02,87.31,
30일,30th,98.51,0,118,130.14,128.71,125.98,124.73,117.28,95.09,119.08,68.68,96.23,
31일,31st,123.8,0,120.5,0,116.69,0,120.54,112.48,0,117.76,0,88.44,
가중평균,Weighted Average,117.11,116.39,113.12,124.63,125.5,118.02,120.39,117.39,112.9,101.53,94.8,90.43,
4-1-3. 일별 제주SMP,,,,,,,,,,,,,,
Jeju System Marginal Price by Day,,,,,,,,,,,,,,
구분,,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,[단위 : 원/kWh]
,,January,February,March,April,May,June,July,August,September,October,Novermber,December,[Unit : Won/kWh]
1일,1st,77.99,106.4,93.21,120.87,119.15,113.26,122.22,122.18,124.38,103.17,100.81,95.8,
2일,2nd,118.42,95.9,82.26,120.55,129.95,120.54,123.68,120.77,123.85,108.42,101.75,99.91,
3일,3rd,135.46,116.83,100.33,140.82,105.32,116.64,127.24,121.23,125.6,106.01,105.5,101.39,
4일,4th,89.33,126.56,113.27,140.93,93.9,121.63,127.86,123.6,124.88,77.63,108.22,97.22,
5일,5th,83.76,121.35,119.7,109.56,120.45,121.32,121.2,113.36,127.49,70.03,107.59,100.06,
6일,6th,109.04,126.8,95.36,115.92,120.82,117.36,118.26,115.22,124.79,69.09,107.45,91.27,
7일,7th,116.57,128.93,122.02,132.91,122.03,110.01,125.72,118.85,117.03,69.43,103.35,76.62,
8일,8th,121.72,118.78,127.51,137.72,104.01,112.8,129.85,118.25,120.77,77.04,88.89,100.71,
9일,9th,133.7,102.16,87.1,135.09,121.14,122.92,129.48,116.31,122.61,80.14,74.54,96.66,
10일,10th,135.34,126.01,123.07,132.99,122.76,129.81,127.81,111.93,117.31,106.62,102.22,100.32,
11일,11th,126.19,130.81,128.83,129.2,93.43,129.71,121.21,115.16,117.8,88.69,109.07,91.24,
12일,12th,112.38,125.83,126.9,121.63,110.36,129.03,121.39,114.68,121.35,77.91,104.17,93.63,
13일,13th,136.58,117.94,109.79,81.36,128.13,127.32,117.61,114.43,113.18,114.65,101.48,83.61,
14일,14th,134.64,134.27,88.81,115.24,127.57,125.38,120.57,119.43,90.26,118.18,100.57,77.45,
15일,15th,133.33,128.44,92.62,126.55,125.38,103.12,120.09,118.48,118.31,116.16,83.06,99.62,
16일,16th,132.03,112.87,93,137.22,129.91,122.71,121.11,113.74,123.72,118.91,77.79,101.71,
17일,17th,136.16,121.65,91.58,129.57,120.32,129.49,118.76,115.04,123.02,116.03,103.67,97.04,
18일,18th,122.34,115.56,119.79,131.05,115.82,124.55,115.93,112.93,116.98,99.78,109.5,98.7,
19일,19th,110.3,110.62,126.07,101.71,123.49,125.42,104.08,124.03,116.52,84.01,103.25,96.9,
20일,20th,127.33,122.16,116.13,98.27,130.49,127.66,107.88,117.02,91.17,108.52,102,72.96,
21일,21st,133.61,117.89,85.03,119.9,134.31,117.63,119.68,118.78,93.68,107.89,88.95,73.37,
22일,22nd,137.19,92.18,88.12,128.76,140.05,103.86,123.88,121.7,108.84,112.55,83.6,91.21,
23일,23rd,129.84,87.39,92.83,138.87,134.14,121.25,120.51,115.7,114.27,110.06,73.1,90.26,
24일,24th,131.35,113.29,94.43,128.01,128.8,123.03,118.38,118.5,111.51,108.33,99.36,93.09,
25일,25th,133.27,117.84,88.8,102.87,100.57,123.13,118.46,119.31,121.16,105.76,91.86,81.89,
26일,26th,120.57,104.77,96.11,88.91,129.77,120.06,121.39,129.45,111.06,78.8,90.89,92.24,
27일,27th,86.3,108.68,120.26,83.37,133.09,118.56,118.87,120.68,98.38,113.25,93.63,77.12,
28일,28th,83.39,109.59,91.73,97.09,134.69,117.58,118.77,122.96,90.78,113.94,103.16,74.9,
29일,29th,78.62,0,125.56,119.38,130.41,111.76,122.36,125.62,96.05,115.68,81.61,86.84,
30일,30th,101.57,0,107.16,129.48,132.26,127.94,124.86,117.9,96.69,122.78,68.7,96.32,
31일,31st,129.72,0,115.03,0,124.43,0,122.28,113.36,0,119.71,0,88.49,
가중평균,Weighted Average,118.9,116.05,105.57,120.24,122.32,120.62,121.13,118.46,114.06,101.17,95.82,91.03,
1) 제주SMP는 하루전에너지가격(하루전SMP)을 의미함,,,,,,,,,,,,,,
