날짜,시간,경제성DR입찰건수,피크수요입찰건수,미세먼지입찰건수,경제성DR낙찰건수,피크수요낙찰건수,미세먼지낙찰건수
2020-01-06,20,8,1,0,8,0,0
2020-01-06,21,7,2,0,2,0,0
2020-01-06,22,6,0,0,6,0,0
2020-01-06,23,7,0,0,0,0,0
2020-01-06,24,5,0,0,5,0,0
2020-01-07,01,4,0,0,2,0,0
2020-01-07,02,4,0,0,2,0,0
2020-01-07,03,4,0,0,0,0,0
2020-01-07,04,4,0,0,0,0,0
2020-01-07,05,4,0,0,0,0,0
2020-01-07,06,4,0,0,0,0,0
2020-01-07,07,4,2,0,2,0,0
2020-01-07,08,5,4,0,0,0,0
2020-01-07,09,5,0,0,5,0,0
2020-01-07,10,8,0,0,8,0,0
2020-01-07,11,9,1,0,6,0,0
2020-01-07,12,7,3,0,1,0,0
2020-01-07,13,2,0,0,0,0,0
2020-01-07,14,9,1,0,5,0,0
2020-01-07,15,8,1,0,5,0,0
2020-01-07,16,5,1,0,3,0,0
2020-01-07,17,5,0,0,5,0,0
2020-01-07,18,5,0,0,5,0,0
2020-01-07,19,6,0,0,6,0,0
2020-01-07,20,6,1,0,5,0,0
2020-01-07,21,5,2,0,0,0,0
2020-01-07,22,4,0,0,0,0,0
2020-01-07,23,3,0,0,0,0,0
2020-01-07,24,3,0,0,3,0,0
2020-01-08,01,3,0,0,3,0,0
2020-01-08,02,3,0,0,1,0,0
2020-01-08,03,3,0,0,0,0,0
2020-01-08,04,3,0,0,0,0,0
2020-01-08,05,3,0,0,0,0,0
2020-01-08,06,3,0,0,2,0,0
2020-01-08,07,3,3,0,2,0,0
2020-01-08,08,4,2,0,3,0,0
2020-01-08,09,5,2,0,5,0,0
2020-01-08,10,6,2,0,6,0,0
2020-01-08,11,7,6,0,0,0,0
2020-01-08,12,7,3,0,5,0,0
2020-01-08,13,5,0,0,0,0,0
2020-01-08,14,11,2,0,11,0,0
2020-01-08,15,11,2,0,11,0,0
2020-01-08,16,11,2,0,11,0,0
2020-01-08,17,11,2,0,11,0,0
2020-01-08,18,9,2,0,9,0,0
2020-01-08,19,9,2,0,9,0,0
2020-01-08,20,10,2,0,10,0,0
2020-01-08,21,6,2,0,6,0,0
2020-01-08,22,5,0,0,0,0,0
2020-01-08,23,3,0,0,0,0,0
2020-01-08,24,4,0,0,4,0,0
2020-01-09,01,5,0,0,1,0,0
2020-01-09,02,5,0,0,1,0,0
2020-01-09,03,5,0,0,0,0,0
2020-01-09,04,5,0,0,0,0,0
2020-01-09,05,5,0,0,0,0,0
2020-01-09,06,4,0,0,0,0,0
2020-01-09,07,4,2,0,0,0,0
2020-01-09,08,5,2,0,0,0,0
2020-01-09,09,5,0,0,5,0,0
2020-01-09,10,5,0,0,5,0,0
2020-01-09,11,5,0,0,5,0,0
2020-01-09,12,8,0,0,8,0,0
2020-01-09,13,5,0,0,0,0,0
2020-01-09,14,11,0,0,11,0,0
2020-01-09,15,11,0,0,11,0,0
2020-01-09,16,11,0,0,11,0,0
2020-01-09,17,10,0,0,10,0,0
2020-01-09,18,9,0,0,9,0,0
2020-01-09,19,8,0,0,8,0,0
2020-01-09,20,7,1,0,2,0,0
2020-01-09,21,7,1,0,3,0,0
2020-01-09,22,6,0,0,0,0,0
2020-01-09,23,6,0,0,0,0,0
2020-01-09,24,5,0,0,5,0,0
2020-01-10,01,4,0,0,0,0,0
2020-01-10,02,4,0,0,4,0,0
2020-01-10,03,4,0,0,0,0,0
2020-01-10,04,4,0,0,0,0,0
2020-01-10,05,4,0,0,0,0,0
2020-01-10,06,6,0,0,0,0,0
2020-01-10,07,6,3,0,0,0,0
2020-01-10,08,4,0,0,3,0,0
2020-01-10,09,6,0,0,6,0,0
2020-01-10,10,5,0,0,5,0,0
2020-01-10,11,7,0,0,7,0,0
2020-01-10,12,8,0,0,8,0,0
2020-01-10,13,5,0,0,0,0,0
2020-01-10,14,11,0,0,11,0,0
2020-01-10,15,11,0,0,11,0,0
2020-01-10,16,10,0,0,10,0,0
2020-01-10,17,9,0,0,9,0,0
2020-01-10,18,9,0,0,9,0,0
2020-01-10,19,8,0,0,7,0,0
2020-01-10,20,7,1,0,5,0,0
2020-01-10,21,6,1,0,2,0,0
2020-01-10,22,5,0,0,0,0,0
2020-01-10,23,3,0,0,0,0,0
2020-01-10,24,4,0,0,4,0,0
2020-01-11,01,0,0,0,0,0,0
2020-01-11,02,0,0,0,0,0,0
2020-01-11,03,0,0,0,0,0,0
2020-01-11,04,0,0,0,0,0,0
2020-01-11,05,0,0,0,0,0,0
2020-01-11,06,0,0,0,0,0,0
2020-01-11,07,0,0,0,0,0,0
2020-01-11,08,0,0,0,0,0,0
2020-01-11,09,0,0,0,0,0,0
2020-01-11,10,0,0,0,0,0,0
2020-01-11,11,0,0,0,0,0,0
2020-01-11,12,0,0,0,0,0,0
2020-01-11,13,0,0,0,0,0,0
2020-01-11,14,0,0,0,0,0,0
2020-01-11,15,0,0,0,0,0,0
2020-01-11,16,0,0,0,0,0,0
2020-01-11,17,0,0,0,0,0,0
2020-01-11,18,0,0,0,0,0,0
2020-01-11,19,0,0,0,0,0,0
2020-01-11,20,0,0,0,0,0,0
2020-01-11,21,0,0,0,0,0,0
2020-01-11,22,0,0,0,0,0,0
2020-01-11,23,0,0,0,0,0,0
2020-01-11,24,0,0,0,0,0,0
2020-01-12,01,0,0,0,0,0,0
2020-01-12,02,0,0,0,0,0,0
2020-01-12,03,0,0,0,0,0,0
2020-01-12,04,0,0,0,0,0,0
2020-01-12,05,0,0,0,0,0,0
2020-01-12,06,0,0,0,0,0,0
2020-01-12,07,0,0,0,0,0,0
2020-01-12,08,0,0,0,0,0,0
2020-01-12,09,0,0,0,0,0,0
2020-01-12,10,0,0,0,0,0,0
2020-01-12,11,0,0,0,0,0,0
2020-01-12,12,0,0,0,0,0,0
2020-01-12,13,0,0,0,0,0,0
2020-01-12,14,0,0,0,0,0,0
2020-01-12,15,0,0,0,0,0,0
2020-01-12,16,0,0,0,0,0,0
2020-01-12,17,0,0,0,0,0,0
2020-01-12,18,0,0,0,0,0,0
2020-01-12,19,0,0,0,0,0,0
2020-01-12,20,0,0,0,0,0,0
2020-01-12,21,0,0,0,0,0,0
2020-01-12,22,0,0,0,0,0,0
2020-01-12,23,0,0,0,0,0,0
2020-01-12,24,0,0,0,0,0,0
2020-01-13,01,16,0,0,0,0,0
2020-01-13,02,16,0,0,3,0,0
2020-01-13,03,15,0,0,0,0,0
2020-01-13,04,12,0,0,0,0,0
2020-01-13,05,14,0,0,0,0,0
2020-01-13,06,13,0,0,0,0,0
2020-01-13,07,12,7,0,0,0,0
2020-01-13,08,13,7,0,0,0,0
2020-01-13,09,11,0,0,11,0,0
2020-01-13,10,12,0,0,12,0,0
2020-01-13,11,10,0,0,10,0,0
2020-01-13,12,9,0,0,9,0,0
2020-01-13,13,5,0,0,0,0,0
2020-01-13,14,11,0,0,11,0,0
2020-01-13,15,11,0,0,11,0,0
2020-01-13,16,11,0,0,11,0,0
2020-01-13,17,10,0,0,10,0,0
2020-01-13,18,9,0,0,9,0,0
2020-01-13,19,8,0,0,8,0,0
2020-01-13,20,8,0,0,8,0,0
2020-01-13,21,7,1,0,5,0,0
2020-01-13,22,6,0,0,0,0,0
2020-01-13,23,6,0,0,0,0,0
2020-01-13,24,6,0,0,6,0,0
2020-01-14,01,8,0,0,8,0,0
2020-01-14,02,8,0,0,1,0,0
2020-01-14,03,8,0,0,0,0,0
2020-01-14,04,8,0,0,0,0,0
2020-01-14,05,8,0,0,0,0,0
2020-01-14,06,8,0,0,0,0,0
2020-01-14,07,8,2,0,0,0,0
2020-01-14,08,8,0,0,8,0,0
2020-01-14,09,7,1,0,7,0,0
2020-01-14,10,8,1,0,8,0,0
2020-01-14,11,9,2,0,4,0,0
2020-01-14,12,9,1,0,9,0,0
2020-01-14,13,4,0,0,0,0,0
2020-01-14,14,10,1,0,10,0,0
2020-01-14,15,10,1,0,10,0,0
2020-01-14,16,10,1,0,10,0,0
2020-01-14,17,11,1,0,11,0,0
2020-01-14,18,9,1,0,9,0,0
2020-01-14,19,7,1,0,7,0,0
2020-01-14,20,7,0,0,5,0,0
2020-01-14,21,7,0,0,5,0,0
2020-01-14,22,6,0,0,6,0,0
2020-01-14,23,6,0,0,0,0,0
2020-01-14,24,5,0,0,5,0,0
2020-01-15,01,5,0,0,3,0,0
2020-01-15,02,5,0,0,5,0,0
2020-01-15,03,5,0,0,0,0,0
2020-01-15,04,5,0,0,0,0,0
2020-01-15,05,5,0,0,0,0,0
2020-01-15,06,5,0,0,0,0,0
2020-01-15,07,5,0,0,5,0,0
2020-01-15,08,5,0,0,5,0,0
2020-01-15,09,6,0,0,6,0,0
2020-01-15,10,9,0,0,9,0,0
2020-01-15,11,9,0,0,9,0,0
2020-01-15,12,9,0,0,9,0,0
2020-01-15,13,4,0,0,0,0,0
2020-01-15,14,10,0,0,10,0,0
2020-01-15,15,11,0,0,11,0,0
2020-01-15,16,11,0,0,11,0,0
2020-01-15,17,13,0,0,13,0,0
2020-01-15,18,10,0,0,10,0,0
2020-01-15,19,8,0,0,8,0,0
2020-01-15,20,8,0,0,8,0,0
2020-01-15,21,5,0,0,5,0,0
2020-01-15,22,5,0,0,5,0,0
2020-01-15,23,5,0,0,0,0,0
2020-01-15,24,5,0,0,5,0,0
2020-01-16,01,4,0,0,4,0,0
2020-01-16,02,4,0,0,1,0,0
2020-01-16,03,4,0,0,4,0,0
2020-01-16,04,4,0,0,0,0,0
2020-01-16,05,4,0,0,0,0,0
2020-01-16,06,3,0,0,0,0,0
2020-01-16,07,3,0,0,3,0,0
2020-01-16,08,5,0,0,5,0,0
2020-01-16,09,7,0,0,7,0,0
2020-01-16,10,10,0,0,10,0,0
2020-01-16,11,13,0,0,13,0,0
2020-01-16,12,13,0,0,13,0,0
2020-01-16,13,6,0,0,0,0,0
2020-01-16,14,12,0,0,12,0,0
2020-01-16,15,12,0,0,12,0,0
2020-01-16,16,11,0,0,11,0,0
2020-01-16,17,11,0,0,11,0,0
2020-01-16,18,7,0,0,7,0,0
2020-01-16,19,8,0,0,8,0,0
2020-01-16,20,7,0,0,7,0,0
2020-01-16,21,7,0,0,4,0,0
2020-01-16,22,5,0,0,1,0,0
2020-01-16,23,7,0,0,0,0,0
2020-01-16,24,6,0,0,6,0,0
2020-01-17,01,4,0,0,0,0,0
2020-01-17,02,4,0,0,0,0,0
2020-01-17,03,3,0,0,0,0,0
2020-01-17,04,2,0,0,0,0,0
2020-01-17,05,2,0,0,0,0,0
2020-01-17,06,5,0,0,0,0,0
2020-01-17,07,6,3,0,0,0,0
2020-01-17,08,6,0,0,6,0,0
2020-01-17,09,7,0,0,7,0,0
2020-01-17,10,11,0,0,11,0,0
2020-01-17,11,12,0,0,12,0,0
2020-01-17,12,12,0,0,12,0,0
2020-01-17,13,6,0,0,0,0,0
2020-01-17,14,11,0,0,11,0,0
2020-01-17,15,12,0,0,12,0,0
2020-01-17,16,12,0,0,12,0,0
2020-01-17,17,12,0,0,12,0,0
2020-01-17,18,10,0,0,10,0,0
2020-01-17,19,9,0,0,9,0,0
2020-01-17,20,10,0,0,10,0,0
2020-01-17,21,8,0,0,8,0,0
2020-01-17,22,7,0,0,7,0,0
2020-01-17,23,8,0,0,0,0,0
2020-01-17,24,8,0,0,8,0,0
2020-01-18,01,0,0,0,0,0,0
2020-01-18,02,0,0,0,0,0,0
2020-01-18,03,0,0,0,0,0,0
2020-01-18,04,0,0,0,0,0,0
2020-01-18,05,0,0,0,0,0,0
2020-01-18,06,0,0,0,0,0,0
2020-01-18,07,0,0,0,0,0,0
2020-01-18,08,0,0,0,0,0,0
2020-01-18,09,0,0,0,0,0,0
2020-01-18,10,0,0,0,0,0,0
2020-01-18,11,0,0,0,0,0,0
2020-01-18,12,0,0,0,0,0,0
2020-01-18,13,0,0,0,0,0,0
2020-01-18,14,0,0,0,0,0,0
2020-01-18,15,0,0,0,0,0,0
2020-01-18,16,0,0,0,0,0,0
2020-01-18,17,0,0,0,0,0,0
2020-01-18,18,0,0,0,0,0,0
2020-01-18,19,0,0,0,0,0,0
2020-01-18,20,0,0,0,0,0,0
2020-01-18,21,0,0,0,0,0,0
2020-01-18,22,0,0,0,0,0,0
2020-01-18,23,0,0,0,0,0,0
2020-01-18,24,0,0,0,0,0,0
2020-01-19,01,0,0,0,0,0,0
2020-01-19,02,0,0,0,0,0,0
2020-01-19,03,0,0,0,0,0,0
2020-01-19,04,0,0,0,0,0,0
2020-01-19,05,0,0,0,0,0,0
2020-01-19,06,0,0,0,0,0,0
2020-01-19,07,0,0,0,0,0,0
2020-01-19,08,0,0,0,0,0,0
2020-01-19,09,0,0,0,0,0,0
2020-01-19,10,0,0,0,0,0,0
2020-01-19,11,0,0,0,0,0,0
2020-01-19,12,0,0,0,0,0,0
2020-01-19,13,0,0,0,0,0,0
2020-01-19,14,0,0,0,0,0,0
2020-01-19,15,0,0,0,0,0,0
2020-01-19,16,0,0,0,0,0,0
2020-01-19,17,0,0,0,0,0,0
2020-01-19,18,0,0,0,0,0,0
2020-01-19,19,0,0,0,0,0,0
2020-01-19,20,0,0,0,0,0,0
2020-01-19,21,0,0,0,0,0,0
2020-01-19,22,0,0,0,0,0,0
2020-01-19,23,0,0,0,0,0,0
2020-01-19,24,0,0,0,0,0,0
2020-01-20,01,13,0,0,0,0,0
2020-01-20,02,13,0,0,0,0,0
2020-01-20,03,12,0,0,0,0,0
2020-01-20,04,12,0,0,0,0,0
2020-01-20,05,12,0,0,0,0,0
2020-01-20,06,11,0,0,0,0,0
2020-01-20,07,10,1,0,10,0,0
2020-01-20,08,9,3,0,6,0,0
2020-01-20,09,13,2,0,13,0,0
2020-01-20,10,13,2,0,13,0,0
2020-01-20,11,13,1,0,13,0,0
2020-01-20,12,12,1,0,12,0,0
2020-01-20,13,5,0,0,0,0,0
2020-01-20,14,11,1,0,11,0,0
2020-01-20,15,11,1,0,11,0,0
2020-01-20,16,11,2,0,4,0,0
2020-01-20,17,10,1,0,10,0,0
2020-01-20,18,6,1,0,6,0,0
2020-01-20,19,6,1,0,6,0,0
2020-01-20,20,6,0,0,6,0,0
2020-01-20,21,6,0,0,6,0,0
2020-01-20,22,5,0,0,1,0,0
2020-01-20,23,5,0,0,0,0,0
2020-01-20,24,4,0,0,4,0,0
2020-01-21,01,3,0,0,0,0,0
2020-01-21,02,3,0,0,0,0,0
2020-01-21,03,3,0,0,0,0,0
2020-01-21,04,3,0,0,0,0,0
2020-01-21,05,3,0,0,0,0,0
2020-01-21,06,3,0,0,0,0,0
2020-01-21,07,4,1,0,0,0,0
2020-01-21,08,4,1,0,0,0,0
2020-01-21,09,2,1,0,2,0,0
2020-01-21,10,8,1,0,8,0,0
2020-01-21,11,7,1,0,7,0,0
2020-01-21,12,7,1,0,0,0,0
2020-01-21,13,4,0,0,0,0,0
2020-01-21,14,8,1,0,5,0,0
2020-01-21,15,8,1,0,1,0,0
2020-01-21,16,7,1,0,7,0,0
2020-01-21,17,6,1,0,6,0,0
2020-01-21,18,5,1,0,5,0,0
2020-01-21,19,4,1,0,4,0,0
2020-01-21,20,2,0,0,1,0,0
2020-01-21,21,2,0,0,2,0,0
2020-01-21,22,3,0,0,3,0,0
2020-01-21,23,3,0,0,0,0,0
2020-01-21,24,3,0,0,3,0,0
2020-01-22,01,3,0,0,3,0,0
2020-01-22,02,3,0,0,0,0,0
2020-01-22,03,3,0,0,0,0,0
2020-01-22,04,3,0,0,0,0,0
2020-01-22,05,3,0,0,0,0,0
2020-01-22,06,3,0,0,3,0,0
2020-01-22,07,3,0,0,3,0,0
2020-01-22,08,4,0,0,4,0,0
2020-01-22,09,4,1,0,4,0,0
2020-01-22,10,7,1,0,7,0,0
2020-01-22,11,8,1,0,8,0,0
2020-01-22,12,8,1,0,8,0,0
2020-01-22,13,4,0,0,0,0,0
2020-01-22,14,11,3,0,0,0,0
2020-01-22,15,11,2,0,7,0,0
2020-01-22,16,10,1,0,10,0,0
2020-01-22,17,8,1,0,8,0,0
2020-01-22,18,6,1,0,6,0,0
2020-01-22,19,5,1,0,5,0,0
2020-01-22,20,5,0,0,5,0,0
2020-01-22,21,3,0,0,3,0,0
2020-01-22,22,2,0,0,0,0,0
2020-01-22,23,2,0,0,0,0,0
2020-01-22,24,4,0,0,4,0,0
2020-01-23,01,3,0,0,0,0,0
2020-01-23,02,4,0,0,0,0,0
2020-01-23,03,4,0,0,0,0,0
2020-01-23,04,4,0,0,0,0,0
2020-01-23,05,3,0,0,0,0,0
2020-01-23,06,3,0,0,0,0,0
2020-01-23,07,4,0,0,3,0,0
2020-01-23,08,7,0,0,3,0,0
2020-01-23,09,12,1,0,12,0,0
2020-01-23,10,11,1,0,11,0,0
2020-01-23,11,11,1,0,11,0,0
2020-01-23,12,11,2,0,7,0,0
2020-01-23,13,2,0,0,0,0,0
2020-01-23,14,12,1,0,12,0,0
2020-01-23,15,12,1,0,12,0,0
2020-01-23,16,12,1,0,12,0,0
2020-01-23,17,13,1,0,9,0,0
2020-01-23,18,14,3,0,2,0,0
2020-01-23,19,16,5,0,0,0,0
2020-01-23,20,15,3,0,1,0,0
2020-01-23,21,16,4,0,0,0,0
2020-01-23,22,16,0,0,0,0,0
2020-01-23,23,14,0,0,0,0,0
2020-01-23,24,15,0,0,15,0,0
2020-01-24,01,0,0,0,0,0,0
2020-01-24,02,0,0,0,0,0,0
2020-01-24,03,0,0,0,0,0,0
2020-01-24,04,0,0,0,0,0,0
2020-01-24,05,0,0,0,0,0,0
2020-01-24,06,0,0,0,0,0,0
2020-01-24,07,0,0,0,0,0,0
2020-01-24,08,0,0,0,0,0,0
2020-01-24,09,0,0,0,0,0,0
2020-01-24,10,0,0,0,0,0,0
2020-01-24,11,0,0,0,0,0,0
2020-01-24,12,0,0,0,0,0,0
2020-01-24,13,0,0,0,0,0,0
2020-01-24,14,0,0,0,0,0,0
2020-01-24,15,0,0,0,0,0,0
2020-01-24,16,0,0,0,0,0,0
2020-01-24,17,0,0,0,0,0,0
2020-01-24,18,0,0,0,0,0,0
2020-01-24,19,0,0,0,0,0,0
2020-01-24,20,0,0,0,0,0,0
2020-01-24,21,0,0,0,0,0,0
2020-01-24,22,0,0,0,0,0,0
2020-01-24,23,0,0,0,0,0,0
2020-01-24,24,0,0,0,0,0,0
2020-01-25,01,0,0,0,0,0,0
2020-01-25,02,0,0,0,0,0,0
2020-01-25,03,0,0,0,0,0,0
2020-01-25,04,0,0,0,0,0,0
2020-01-25,05,0,0,0,0,0,0
2020-01-25,06,0,0,0,0,0,0
2020-01-25,07,0,0,0,0,0,0
2020-01-25,08,0,0,0,0,0,0
2020-01-25,09,0,0,0,0,0,0
2020-01-25,10,0,0,0,0,0,0
2020-01-25,11,0,0,0,0,0,0
2020-01-25,12,0,0,0,0,0,0
2020-01-25,13,0,0,0,0,0,0
2020-01-25,14,0,0,0,0,0,0
2020-01-25,15,0,0,0,0,0,0
2020-01-25,16,0,0,0,0,0,0
2020-01-25,17,0,0,0,0,0,0
2020-01-25,18,0,0,0,0,0,0
2020-01-25,19,0,0,0,0,0,0
2020-01-25,20,0,0,0,0,0,0
2020-01-25,21,0,0,0,0,0,0
2020-01-25,22,0,0,0,0,0,0
2020-01-25,23,0,0,0,0,0,0
2020-01-25,24,0,0,0,0,0,0
2020-01-26,01,0,0,0,0,0,0
2020-01-26,02,0,0,0,0,0,0
2020-01-26,03,0,0,0,0,0,0
2020-01-26,04,0,0,0,0,0,0
2020-01-26,05,0,0,0,0,0,0
2020-01-26,06,0,0,0,0,0,0
2020-01-26,07,0,0,0,0,0,0
2020-01-26,08,0,0,0,0,0,0
2020-01-26,09,0,0,0,0,0,0
2020-01-26,10,0,0,0,0,0,0
2020-01-26,11,0,0,0,0,0,0
2020-01-26,12,0,0,0,0,0,0
2020-01-26,13,0,0,0,0,0,0
2020-01-26,14,0,0,0,0,0,0
2020-01-26,15,0,0,0,0,0,0
2020-01-26,16,0,0,0,0,0,0
2020-01-26,17,0,0,0,0,0,0
2020-01-26,18,0,0,0,0,0,0
2020-01-26,19,0,0,0,0,0,0
2020-01-26,20,0,0,0,0,0,0
2020-01-26,21,0,0,0,0,0,0
2020-01-26,22,0,0,0,0,0,0
2020-01-26,23,0,0,0,0,0,0
2020-01-26,24,0,0,0,0,0,0
2020-01-27,01,0,0,0,0,0,0
2020-01-27,02,0,0,0,0,0,0
2020-01-27,03,0,0,0,0,0,0
2020-01-27,04,0,0,0,0,0,0
2020-01-27,05,0,0,0,0,0,0
2020-01-27,06,0,0,0,0,0,0
2020-01-27,07,0,0,0,0,0,0
2020-01-27,08,0,0,0,0,0,0
2020-01-27,09,0,0,0,0,0,0
2020-01-27,10,0,0,0,0,0,0
2020-01-27,11,0,0,0,0,0,0
2020-01-27,12,0,0,0,0,0,0
2020-01-27,13,0,0,0,0,0,0
2020-01-27,14,0,0,0,0,0,0
2020-01-27,15,0,0,0,0,0,0
2020-01-27,16,0,0,0,0,0,0
2020-01-27,17,0,0,0,0,0,0
2020-01-27,18,0,0,0,0,0,0
2020-01-27,19,0,0,0,0,0,0
2020-01-27,20,0,0,0,0,0,0
2020-01-27,21,0,0,0,0,0,0
2020-01-27,22,0,0,0,0,0,0
2020-01-27,23,0,0,0,0,0,0
2020-01-27,24,0,0,0,0,0,0
2020-01-28,01,14,0,0,0,0,0
2020-01-28,02,14,0,0,0,0,0
2020-01-28,03,14,0,0,0,0,0
2020-01-28,04,14,0,0,0,0,0
2020-01-28,05,14,0,0,0,0,0
2020-01-28,06,14,0,0,0,0,0
2020-01-28,07,14,11,0,0,0,0
2020-01-28,08,14,9,0,3,0,0
2020-01-28,09,14,2,0,14,0,0
2020-01-28,10,17,1,0,17,0,0
2020-01-28,11,17,1,0,17,0,0
